wave,dimension,mean_grp1,mean_grp2,diff,t_stat,p_value,n_grp1,n_grp2,sig
1,manager_effectiveness,3.362179487179488,3.397802385008518,-0.03562289782902983,-0.34481633791565297,0.7309215533771789,78,587,False
1,psychological_safety,3.3488461538461545,3.3765928449744465,-0.027746691128291978,-0.2570884500822899,0.7976424358622161,78,587,False
1,recognition,3.3108974358974357,3.374105621805792,-0.0632081859083562,-0.6265994376116292,0.5322966435450592,78,587,False
1,career_development,3.3101282051282053,3.3820442930153325,-0.07191608788712722,-0.6493836082184585,0.5175706160931159,78,587,False
1,senior_leadership_trust,3.4387179487179482,3.358807495741056,0.07991045297689237,0.7769444444151374,0.43896666872542833,78,587,False
1,purpose_meaning,3.5311538461538468,3.341175468483816,0.18997837767003078,1.9708307292555725,0.05132288726300614,78,587,False
1,wellbeing,3.396794871794871,3.358296422487223,0.038498449307647675,0.353155135455954,0.7247147722608305,78,587,False
1,confidence_in_role_future,3.4570512820512818,3.3659114139693354,0.0911398680819464,0.8504074522217451,0.3970904610363051,78,587,False
2,manager_effectiveness,3.304078947368421,3.128222222222222,0.1758567251461991,1.5180930316084769,0.13212112411274585,76,495,False
2,psychological_safety,3.429078947368421,3.3883434343434344,0.04073551302498668,0.35128210606823407,0.7261045127466663,76,495,False
2,recognition,3.221973684210526,3.3484444444444446,-0.12647076023391834,-1.1225354472252906,0.2642911110020907,76,495,False
2,career_development,3.3,3.338929292929293,-0.03892929292929326,-0.3443570541611012,0.7312839453494857,76,495,False
2,senior_leadership_trust,3.2771052631578947,3.3087474747474745,-0.031642211589579805,-0.2680143027506649,0.7892326147115097,76,495,False
2,purpose_meaning,3.382236842105263,3.3389090909090906,0.04332775119617249,0.3730734580647013,0.7098718704148146,76,495,False
2,wellbeing,3.3984210526315795,3.294949494949495,0.10347155768208438,0.915520009286456,0.3620480528050971,76,495,False
2,confidence_in_role_future,3.3228947368421053,3.360747474747475,-0.03785273790536969,-0.43005280411784735,0.6678932280200393,76,495,False
3,manager_effectiveness,3.1809090909090907,3.3312222222222223,-0.15031313131313162,-1.2993050478844956,0.19709113879161594,66,450,False
3,psychological_safety,3.201818181818182,3.2826444444444447,-0.08082626262626258,-0.6526678930991404,0.5157113606348926,66,450,False
3,recognition,3.2142424242424243,3.1774888888888886,0.03675353535353576,0.2846217077926427,0.7766248142920663,66,450,False
3,career_development,3.2069696969696975,3.3007555555555554,-0.09378585858585797,-0.7682701508278453,0.4443989416618296,66,450,False
3,senior_leadership_trust,3.2871212121212126,3.279622222222222,0.007498989898990338,0.06391676860690354,0.949177453741338,66,450,False
3,purpose_meaning,3.2513636363636365,3.3132222222222216,-0.06185858585858517,-0.4620108587007472,0.6452798157534396,66,450,False
3,wellbeing,3.227272727272727,3.2887777777777774,-0.061505050505050285,-0.4873216867200966,0.6272695140866082,66,450,False
3,confidence_in_role_future,3.3415151515151513,3.3495999999999997,-0.008084848484848361,-0.07425092235043768,0.9409700037193205,66,450,False
4,manager_effectiveness,3.203111111111111,3.4194080996884737,-0.2162969885773629,-1.6270075298990494,0.10848414356059843,45,321,False
4,psychological_safety,3.340888888888889,3.4159813084112156,-0.07509241952232681,-0.47561682880819345,0.6362148923860972,45,321,False
4,recognition,3.2882222222222217,3.230560747663551,0.057661474558670545,0.3644773483878263,0.7168576440519123,45,321,False
4,career_development,3.297555555555556,3.295233644859813,0.0023219106957426128,0.016165233425549083,0.9871559400081052,45,321,False
4,senior_leadership_trust,3.4275555555555566,3.2073520249221183,0.22020353063343823,1.3590827358292223,0.17955922014088455,45,321,False
4,purpose_meaning,3.1797777777777774,3.237694704049844,-0.05791692627206668,-0.39917270403510396,0.691140364190424,45,321,False
4,wellbeing,3.286666666666665,3.3385358255451716,-0.05186915887850674,-0.32533651725611085,0.7460885528110204,45,321,False
4,confidence_in_role_future,3.316222222222222,3.3241744548286603,-0.00795223260643807,-0.05736176905275445,0.954443350341829,45,321,False
5,manager_effectiveness,3.1323529411764706,3.301151079136691,-0.16879813796022036,-0.7813822543246047,0.4426720912272505,17,139,False
5,psychological_safety,2.862352941176471,3.486402877697842,-0.624049936521371,-2.2685839167867305,0.034786972105137606,17,139,True
5,recognition,3.026470588235294,3.277410071942446,-0.2509394837071519,-1.0562304528400739,0.3031904677676499,17,139,False
5,career_development,3.3547058823529414,3.343237410071942,0.011468472280999453,0.057499450033001394,0.9546333630817622,17,139,False
5,senior_leadership_trust,3.1947058823529413,3.1358992805755395,0.058806601777401823,0.20736937234200406,0.8379388841716311,17,139,False
5,purpose_meaning,2.800588235294118,3.110143884892086,-0.30955564959796833,-1.5652227131961047,0.12946943738299146,17,139,False
5,wellbeing,2.8805882352941174,3.1989928057553954,-0.3184045704612779,-0.9995209474334904,0.33019339731860786,17,139,False
5,confidence_in_role_future,3.3529411764705883,3.209136690647482,0.14380448582310645,0.6464654708705155,0.5249085757610165,17,139,False
